status,match_method,match_confidence,match_score,pre_index,post_index,pre_tuid,post_tuid,tuid_changed,text_changed,pre_text_hash,post_text_hash,pre_tag_count,post_tag_count,tag_count_delta,pre_tag_types,post_tag_types,pre_langs,post_langs,prop_types_pre,prop_types_post,has_dom_nesting_pre,has_dom_nesting_post
MATCHED,tuid,high,,0,0,IB2xMJ4BfLc99Jc4X45_,IB2xMJ4BfLc99Jc4X45_,,,af8e1ac153c24bbd,af8e1ac153c24bbd,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,1,1,IR2xMJ4BfLc99Jc4X45_,IR2xMJ4BfLc99Jc4X45_,,,d9009439ff03214c,d9009439ff03214c,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,2,2,Ih2xMJ4BfLc99Jc4X45_,Ih2xMJ4BfLc99Jc4X45_,,,577c8e2ad07e5f86,577c8e2ad07e5f86,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,3,3,Ix2xMJ4BfLc99Jc4X45_,Ix2xMJ4BfLc99Jc4X45_,,,aea1aa47987b6fda,aea1aa47987b6fda,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,4,4,JB2xMJ4BfLc99Jc4X45_,JB2xMJ4BfLc99Jc4X45_,,,1ada171ca12369b1,1ada171ca12369b1,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,5,5,JR2xMJ4BfLc99Jc4X45_,JR2xMJ4BfLc99Jc4X45_,,,ceff37513c708793,ceff37513c708793,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,6,6,Jh2xMJ4BfLc99Jc4X45_,Jh2xMJ4BfLc99Jc4X45_,,,63e4eb05e078bc7b,63e4eb05e078bc7b,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,7,7,Jx2xMJ4BfLc99Jc4X45_,Jx2xMJ4BfLc99Jc4X45_,,,feaaa58866fa9a2e,feaaa58866fa9a2e,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,8,8,KB2xMJ4BfLc99Jc4X45_,KB2xMJ4BfLc99Jc4X45_,,,597504101cfc5cdb,597504101cfc5cdb,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,9,9,KR2xMJ4BfLc99Jc4X45_,KR2xMJ4BfLc99Jc4X45_,,,abbae577877e344f,abbae577877e344f,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,10,10,Kh2xMJ4BfLc99Jc4X45_,Kh2xMJ4BfLc99Jc4X45_,,,5afe173ecb223f78,5afe173ecb223f78,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,11,11,Kx2xMJ4BfLc99Jc4X45_,Kx2xMJ4BfLc99Jc4X45_,,,50293fcfe89a141f,50293fcfe89a141f,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,12,12,LB2xMJ4BfLc99Jc4X45_,LB2xMJ4BfLc99Jc4X45_,,,221618d395f73051,221618d395f73051,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,13,13,LR2xMJ4BfLc99Jc4X45_,LR2xMJ4BfLc99Jc4X45_,,,b01b053514a6e0bc,b01b053514a6e0bc,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,14,14,Lh2xMJ4BfLc99Jc4X45_,Lh2xMJ4BfLc99Jc4X45_,,,4eb047d23122bfdf,4eb047d23122bfdf,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,15,15,Lx2xMJ4BfLc99Jc4X45_,Lx2xMJ4BfLc99Jc4X45_,,,2f826531bf41c1b7,2f826531bf41c1b7,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,16,16,MB2xMJ4BfLc99Jc4X45_,MB2xMJ4BfLc99Jc4X45_,,,c6185d12ba9ea752,c6185d12ba9ea752,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,17,17,MR2xMJ4BfLc99Jc4X45_,MR2xMJ4BfLc99Jc4X45_,,,2a205804ddc4af19,2a205804ddc4af19,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,18,18,Mh2xMJ4BfLc99Jc4X45_,Mh2xMJ4BfLc99Jc4X45_,,,0bd4e816b9b9021b,0bd4e816b9b9021b,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,19,19,Mx2xMJ4BfLc99Jc4X45_,Mx2xMJ4BfLc99Jc4X45_,,,ce3471dc3601a45a,ce3471dc3601a45a,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,20,20,NB2xMJ4BfLc99Jc4X45_,NB2xMJ4BfLc99Jc4X45_,,,e9fe06cbc402806d,e9fe06cbc402806d,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,21,21,NR2xMJ4BfLc99Jc4X45_,NR2xMJ4BfLc99Jc4X45_,,,923c42cfd887f48f,923c42cfd887f48f,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,22,22,Nh2xMJ4BfLc99Jc4X45_,Nh2xMJ4BfLc99Jc4X45_,,,9b5a2bf0773ae75d,9b5a2bf0773ae75d,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,23,23,Nx2xMJ4BfLc99Jc4X45_,Nx2xMJ4BfLc99Jc4X45_,,,2a5ddc6848edc158,2a5ddc6848edc158,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,24,24,OB2xMJ4BfLc99Jc4X45_,OB2xMJ4BfLc99Jc4X45_,,,0d6dda6fec9d0db4,0d6dda6fec9d0db4,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,25,25,OR2xMJ4BfLc99Jc4X45_,OR2xMJ4BfLc99Jc4X45_,,,e048665e5638094c,e048665e5638094c,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,26,26,Oh2xMJ4BfLc99Jc4X45_,Oh2xMJ4BfLc99Jc4X45_,,,da9e4ba2ba3383a0,da9e4ba2ba3383a0,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,27,27,Ox2xMJ4BfLc99Jc4X45_,Ox2xMJ4BfLc99Jc4X45_,,,3a9e24db8d37dcff,3a9e24db8d37dcff,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,28,28,PB2xMJ4BfLc99Jc4X45_,PB2xMJ4BfLc99Jc4X45_,,,e6fe7832b16f68f7,e6fe7832b16f68f7,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,29,29,PR2xMJ4BfLc99Jc4X45_,PR2xMJ4BfLc99Jc4X45_,,,d5482d04d81eac7b,d5482d04d81eac7b,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,30,30,Ph2xMJ4BfLc99Jc4X45_,Ph2xMJ4BfLc99Jc4X45_,,,d6ca62aabb3b31e1,d6ca62aabb3b31e1,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,31,31,Px2xMJ4BfLc99Jc4X45_,Px2xMJ4BfLc99Jc4X45_,,,c8f61b18c9f56d9c,c8f61b18c9f56d9c,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,32,32,QB2xMJ4BfLc99Jc4X45_,QB2xMJ4BfLc99Jc4X45_,,,d1d1ac9c18fab9a6,d1d1ac9c18fab9a6,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,33,33,QR2xMJ4BfLc99Jc4X45_,QR2xMJ4BfLc99Jc4X45_,,,c8038e19470f11aa,c8038e19470f11aa,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,34,34,Qh2xMJ4BfLc99Jc4X45_,Qh2xMJ4BfLc99Jc4X45_,,,180878fb7309889d,180878fb7309889d,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,35,35,Qx2xMJ4BfLc99Jc4X45_,Qx2xMJ4BfLc99Jc4X45_,,,046ad2e683c96121,046ad2e683c96121,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,36,36,RB2xMJ4BfLc99Jc4X45_,RB2xMJ4BfLc99Jc4X45_,,,86f18a6a00c0daf6,86f18a6a00c0daf6,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,37,37,RR2xMJ4BfLc99Jc4X45_,RR2xMJ4BfLc99Jc4X45_,,,872e1bad5d7f07fa,872e1bad5d7f07fa,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,38,38,Rh2xMJ4BfLc99Jc4X45_,Rh2xMJ4BfLc99Jc4X45_,,,ae9de41cb06f714b,ae9de41cb06f714b,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
MATCHED,tuid,high,,39,39,Rx2xMJ4BfLc99Jc4X45_,Rx2xMJ4BfLc99Jc4X45_,,,16c817239fa87de0,16c817239fa87de0,0,0,0,,,en-CA;fr-CA,en-ca;fr-ca,,aligned;client;corrected;domain;project;subject,False,False
